allocator,create,query,total
mem5_1mb,6973870,500322040,507304192
mem5_1mb,6942786,575136274,582087509
mem5_1mb,6965870,586089830,593063915
mem5_1mb,6982893,589971696,596962930
mem5_1mb,6950689,516725590,523684027
mem5_1mb,6949931,630807345,637765564
mem5_1mb,6951295,582418501,589378128
mem5_1mb,6955854,583548495,590512280
mem5_1mb,6961992,585531084,592501321
mem5_1mb,6984514,580892496,587885448
mem5_1mb,6978572,584024906,591011715
mem5_1mb,6944120,491427556,498379709
mem5_1mb,6956497,625569177,632534321
mem5_1mb,6991557,577130466,584130331
mem5_1mb,7001033,592184241,599194591
mem5_1mb,6944941,572627325,579580179
mem5_1mb,6947102,581403262,588358786
mem5_128kb,7047150,167318104,174407241
mem5_128kb,6967081,145673141,152649207
mem5_128kb,6965180,143652908,150627084
mem5_128kb,6940661,177351863,184300973
mem5_128kb,6939735,158192001,165140679
mem5_128kb,6948755,152754188,159712740
mem5_128kb,6931574,172259118,179200351
mem5_128kb,6935764,202215571,209161597
mem5_128kb,6970002,190033521,197013049
mem5_128kb,6932183,193932837,200874606
mem5_128kb,6923830,179195292,186128636
mem5_128kb,6928776,329462205,336399650
mem5_128kb,6956968,174879555,181845810
mem5_128kb,6956947,180895834,187862496
mem5_128kb,6933784,157141021,164083765
mem5_128kb,6934406,333968396,340911780
mem5_128kb,6920893,145718857,152649420
mem5_128kb,6958516,177201766,184169433
mem5_128kb,6940216,165768302,172717186
mem5_128kb,6928409,232361375,239298561
mem5_128kb,6923759,169995591,176928382
mem5_128kb,6945198,172403405,179357098
mem5_128kb,6926852,182320802,189256055
mem5_128kb,6935226,112527581,119471920
mem5_128kb,6934406,193120619,200064306
mem5_128kb,6965385,284741974,291716147
mem5_128kb,6940900,167009972,173959289
mem5_128kb,6931055,189494616,196435407
mem5_128kb,6947446,168721500,175677695
mem5_128kb,6933272,230207441,237150230
mem5_128kb,7071140,142434695,149546070
mem5_128kb,6914927,188421852,195346033
mem5_128kb,6925976,203610597,210545238
mem5_128kb,6913882,174214625,181137371
mem5_128kb,6933570,145969245,152911459
mem5_128kb,6919738,204424726,211354026
mem5_128kb,6909749,175922047,182840235
mem5_128kb,6914737,201300019,208224257
mem5_128kb,6923301,191764955,198697018
mem5_128kb,6938520,149709885,156657162
mem5_128kb,6931854,343495715,350436575
mem5_128kb,6929838,182132275,189070468
mem5_128kb,6916723,142854925,149780387
mem5_128kb,6938498,310420159,317368097
mem5_128kb,6927435,181847658,188783570
mem5_128kb,6918228,183525333,190451716
mem5_128kb,6943211,166764380,173716259
mem5_128kb,6913438,169050014,175972216
mem5_128kb,6927458,148534898,155471571
mem5_128kb,6921872,272945822,279876090
mem5_128kb,6929137,322155071,329093192
mem5_128kb,6947145,178200910,185155926
mem5_128kb,6963535,201612731,208584970
mem5_128kb,6977920,176771525,183758843
mem5_128kb,6917579,177826195,184752231
mem5_128kb,6948578,156376376,163333272
mem5_128kb,6927517,114495084,121431167
mem5_128kb,6953447,260277835,267241625
mem5_128kb,6933280,184300990,191242364
mem5_128kb,6933425,184754168,191696497
mem5_128kb,7057187,270667262,277763742
mem5_128kb,6913608,179287754,186210774
mem5_128kb,6920069,180689065,187619017
mem5_128kb,6906874,181799210,188714689
mem5_128kb,6915506,234961975,241885854
mem5_128kb,6905016,180737206,187650865
mem5_128kb,6947738,211313953,218270429
mem5_128kb,6965574,201826768,208801110
mem5_128kb,6910001,221531987,228450161
mem5_128kb,6917390,178451787,185377974
mem5_128kb,6939413,207621234,214569996
mem5_128kb,6942531,168732834,175685192
mem5_128kb,7004647,184117022,191129586
mem5_128kb,6920825,252903963,259833800
mem5_128kb,6902371,315632424,322543054
mem5_128kb,6954851,163864584,170828027
mem5_128kb,6911083,199517081,206437404
mem5_128kb,6912057,242726590,249648405
mem5_128kb,6925863,335832078,342766417
mem5_128kb,6918201,198551864,205479615
mem5_128kb,6927992,203291943,210227826
mem5_128kb,6924510,200063407,206997259
mem5_128kb,6905657,168822753,175737217
mem5_128kb,6935270,125837535,132781026
mem5_128kb,6907779,189329915,196246022
mem5_128kb,6921384,183254783,190184558
mem5_128kb,6909612,278537849,285455727
mem5_128kb,6923021,197303548,204234977
mem5_128kb,6922184,271985807,278916753
mem5_128kb,6931796,243913113,250853621
mem5_128kb,7047924,170217240,177305592
mem5_128kb,6905879,183604782,190519443
mem5_128kb,6930736,154632265,161571758
mem5_128kb,6913545,144491107,151413347
mem5_128kb,6945771,193793998,200748325
mem5_128kb,6914066,152217934,159140879
mem5_128kb,6911821,197323300,204244134
mem5_128kb,6926378,344724786,351660999
mem5_128kb,6930297,254444375,261383335
mem5_128kb,6920590,192232838,199163102
mem5_128kb,6898413,281342477,288249082
mem5_128kb,6980718,124046749,131037312
mem5_128kb,6920400,229530477,236459772
mem5_128kb,6911368,207543163,214464413
mem5_128kb,7077252,186054649,193140715
mem5_128kb,6911263,155107652,162027504
mem5_128kb,6989891,202179900,209178467
mem5_128kb,6920756,182632220,189561738
mem5_128kb,6931978,224106797,231046818
mem5_128kb,6912172,176774891,183696073
mem5_128kb,6934681,247395951,254339019
mem5_128kb,6934572,234706358,241649439
mem5_128kb,6918315,281933272,288860191
mem5_128kb,6909822,154314816,161233848
mem5_128kb,6904836,140660509,147573125
mem5_128kb,6906879,281594119,288509223
mem5_128kb,6925811,205892605,212827100
mem5_128kb,6940993,242131358,249080824
mem5_128kb,6932408,116861751,123802658
mem5_128kb,6929811,171015010,177953539
mem5_128kb,7078168,138008488,145128074
mem5_128kb,6958882,161936051,168903712
mem5_128kb,6927774,307818856,314756189
mem5_128kb,6939343,194016637,200964603
mem5_128kb,6949370,177821925,184780215
mem5_128kb,6935758,187953473,194898142
mem5_128kb,6923600,292464637,299397156
mem5_128kb,6922175,183026025,189957306
mem5_128kb,6918347,171528501,178455168
mem5_128kb,6932621,161576053,168517372
mem5_128kb,6935030,179223086,186167054
mem5_128kb,6936067,173283483,180228849
mem5_128kb,6916144,346047389,352972519
mem5_128kb,6932800,241278779,248220813
mem5_128kb,6923432,178379886,185311531
mem5_128kb,6921072,308189423,315119678
mem5_128kb,6922865,167204985,174137058
mem5_128kb,6973485,148967067,155949162
mem5_128kb,6963344,177629428,184601898
mem5_128kb,6929082,195648447,202586528
mem5_128kb,6947885,161352130,168308682
mem5_128kb,6919583,184922760,191850248
mem5_128kb,6936216,165603531,172547996
mem5_128kb,6927850,180440708,187377307
mem5_128kb,6926051,211170444,218105745
mem5_128kb,6917915,153620274,160546923
mem5_128kb,6936125,181731383,188676114
mem5_128kb,6911136,127935084,134855277
mem5_128kb,6918079,180954373,187880872
mem5_128kb,6947892,154837008,161793495
mem5_16mb,7098233,503501679,510655241
mem5_16mb,6969669,500033673,507012098
mem5_16mb,7006038,502658404,509674309
mem5_16mb,6990602,503343725,510342957
mem5_16mb,6985028,494654417,501648540
mem5_16mb,6987046,504779185,511774819
mem5_16mb,7011044,504281678,511301598
mem5_16mb,6961748,503087859,510057643
mem5_16mb,6966954,502392559,509368409
mem5_16mb,6973974,554251653,561233708
mem5_16mb,6952410,503751842,510712920
mem5_16mb,6980831,502325573,509314287
mem5_16mb,6987900,499885366,506881627
mem5_16mb,6957420,560766081,567731708
mem5_16mb,6959338,495945272,502918008
mem5_16mb,6983299,504245361,511236747
mem5_16mb,6993299,507436949,514438462
mem5_16mb,6982579,504695050,511685393
mem5_16mb,6966405,503863707,510838357
mem5_16mb,6978295,502018596,509004783
mem5_16mb,6951141,495202142,502161229
mem5_16mb,7022929,509639329,516670449
mem5_16mb,6972101,507130416,514110556
mem5_16mb,6953483,500756983,507718435
mem5_16mb,6964999,505028052,512000929
mem5_16mb,6973535,504092901,511074276
mem5_16mb,6957051,504613665,511579101
mem5_16mb,6990380,503300885,510299380
mem5_16mb,6968531,509139472,516116254
mem5_16mb,6973683,499369378,506351104
mem5_16mb,7421706,503800238,511270636
mem5_16mb,7266573,503907900,511183393
mem5_16mb,7302347,502301699,509613642
mem5_16mb,7272035,554173919,561454334
mem5_16mb,7289475,499450605,506750253
mem5_16mb,7317145,504035367,511360988
mem5_16mb,7263854,499673103,506946298
mem5_16mb,7315826,495918785,503243111
mem5_16mb,7275036,546720869,554005109
mem5_16mb,7343272,499650168,507001474
mem5_16mb,7306383,510855956,518170854
mem5_16mb,7272308,500440900,507721240
mem5_16mb,7286713,495830367,503125126
mem5_16mb,7277742,506721163,514006824
mem5_16mb,7277811,505061672,512347609
mem5_16mb,7272995,504160171,511441080
mem5_16mb,7322635,507452369,514783366
mem5_16mb,7287493,496666513,503961927
mem5_16mb,7258010,498375702,505641805
mem5_16mb,7312121,500716580,508036821
mem5_16mb,7261276,505081697,512351244
mem5_16mb,7270775,506492398,513771421
mem5_16mb,7269699,502022114,509299950
mem5_16mb,7274331,508177085,515459576
mem5_16mb,7312173,492933101,500253707
mem5_16mb,7268929,546618890,553895729
mem5_16mb,7265297,493580561,500854261
mem5_16mb,7294003,548314564,555616434
mem5_16mb,7339619,506774270,514122417
mem5_16mb,7275995,504508833,511792861
mem5_16mb,7139946,507529447,514726439
mem5_16mb,6962788,497452731,504424061
mem5_16mb,6965421,500747363,507722383
mem5_16mb,6991440,498884337,505884554
mem5_16mb,6961376,546060832,553031580
mem5_16mb,6955231,547429532,554393587
mem5_16mb,6972888,505733152,512715308
mem5_16mb,6974477,504386793,511368910
mem5_16mb,6983483,549955589,556948121
mem5_16mb,6970961,498123388,505103305
mem5_16mb,6953731,503655932,510618042
mem5_16mb,6994455,507754680,514757507
mem5_16mb,6997300,502377238,509383657
mem5_16mb,6979821,494592149,501580650
mem5_16mb,7036033,502135703,509180729
mem5_16mb,6991290,496883636,503883210
mem5_16mb,6968674,502387546,509364723
mem5_16mb,6962949,489598419,496569374
mem5_16mb,6990764,553039258,560038005
mem5_16mb,6975457,498420622,505404587
mem5_16mb,6956416,495604092,502569061
mem5_16mb,6976732,549869563,556854961
mem5_16mb,6979838,504344024,511332306
mem5_16mb,6964861,491891737,498865636
mem5_16mb,6962877,500734554,507705282
mem5_16mb,6973543,496391968,503374078
mem5_16mb,6961491,502039090,509008720
mem5_16mb,6954442,501540442,508503838
mem5_16mb,6973969,497939638,504921688
mem5_16mb,6963803,555352300,562324884
mem5_16mb,7389216,510460018,517897233
mem5_16mb,7237177,508681683,515927722
mem5_16mb,7264012,505191458,512465452
mem5_16mb,7250558,514717429,521976034
mem5_16mb,7246672,501996082,509252338
mem5_16mb,7351672,503007722,510367186
mem5_16mb,7253467,502551660,509814135
mem5_16mb,7235896,493966016,501210144
mem5_16mb,7269269,552561581,559840511
mem5_16mb,7258171,501064357,508331250
mem5_16mb,7225712,558845633,566079859
mem5_16mb,7237770,504387103,511633598
mem5_16mb,7236422,508217807,515463189
mem5_16mb,7240376,504725281,511973747
mem5_16mb,7227179,496819542,504055309
mem5_16mb,7233542,501302539,508544412
mem5_16mb,7243990,506755124,514007267
mem5_16mb,7221414,501817132,509046458
mem5_16mb,7231983,508484670,515725164
mem5_16mb,7219209,562031963,569259529
mem5_16mb,7253513,561201860,568463742
mem5_16mb,7248731,497117357,504374945
mem5_16mb,7220649,557973685,565203099
mem5_16mb,7228676,497840976,505078433
mem5_16mb,7251587,505853714,513113147
mem5_16mb,7252918,498554723,505816967
mem5_16mb,7236490,502653596,509898084
mem5_16mb,7254122,499827123,507089978
mem5_16mb,7227911,499594020,506830289
mem5_16mb,7258431,497746797,505013988
mem5_16mb,7136999,508725784,515907859
mem5_16mb,7006779,506837027,513853227
mem5_16mb,7022082,502845696,509876994
mem5_16mb,7028613,511548551,518585034
mem5_16mb,7086975,510292094,517388044
mem5_16mb,7013066,506830600,513851457
mem5_16mb,7025656,554162854,561197051
mem5_16mb,7006870,501437613,508452324
mem5_16mb,7015045,563312180,570335046
mem5_16mb,6997693,560149139,567154893
mem5_16mb,7004788,494439573,501452628
mem5_16mb,7008881,501263864,508280520
mem5_16mb,7009310,511475261,518492584
mem5_16mb,7010806,504931983,511951062
mem5_16mb,6993264,505369773,512370788
mem5_16mb,7033581,492709725,499751265
mem5_16mb,7002378,549183580,556193855
mem5_16mb,7044372,515721332,522773612
mem5_16mb,7021258,502760782,509789938
mem5_16mb,7021800,509737696,516767323
mem5_16mb,7020122,507808843,514836873
mem5_16mb,7029034,512516673,519553963
mem5_16mb,7036388,499002810,506047221
mem5_16mb,7006395,553208520,560222941
mem5_16mb,7004725,508803707,515816537
mem5_16mb,6997848,506282907,513289392
mem5_16mb,7012930,501238767,508259824
mem5_16mb,7031200,505519713,512559409
mem5_16mb,7048061,506005322,513060887
mem5_16mb,7021457,503493108,510522867
hoard,6547344,1776195,8333895
hoard,6536770,1763856,8301413
hoard,6537166,1729591,8267549
hoard,6527393,1741762,8270021
hoard,6530088,1711688,8242440
hoard,6526844,1743673,8271293
hoard,6540784,1708378,8249972
hoard,6529922,1820708,8351311
hoard,6526350,1861959,8389032
hoard,6534200,1683014,8217943
hoard,6533159,1730031,8263756
hoard,6518805,1680201,8199666
hoard,6531072,1808054,8339731
hoard,6528614,1735898,8265249
hoard,6522917,1698033,8221665
hoard,6526908,1742140,8269692
hoard,6529005,1718023,8247723
hoard,6530442,1727183,8258361
hoard,6538961,1935772,8475461
hoard,6530102,1783431,8314287
hoard,6574986,1866833,8442509
hoard,6528230,1758601,8287536
hoard,6531980,1819441,8352075
hoard,6523384,1682371,8206414
hoard,6532733,1682050,8215572
hoard,6551359,1738026,8290097
hoard,6539985,1781031,8321608
hoard,6529465,1805643,8335736
hoard,6531482,1751034,8283189
hoard,6547915,1711216,8259803
hoard,6548965,1510959,8071690
hoard,6560242,1919423,8480453
hoard,6525912,1673834,8200607
hoard,6555757,1930260,8487129
hoard,6563434,1720197,8284306
hoard,6533781,1713919,8248395
hoard,6569142,1691383,8261205
hoard,6533830,1724788,8259315
hoard,6572083,1988525,8561321
hoard,6542297,1801361,8344349
hoard,6563080,1711122,8274938
hoard,6529237,1955944,8485858
hoard,6525124,1713325,8239160
hoard,6521904,1796723,8319413
hoard,6523575,1707990,8232259
hoard,6531706,1658915,8191360
hoard,6529719,1756362,8286807
hoard,6535724,1749448,8285945
hoard,6532531,1873950,8407224
hoard,6528681,1685486,8214904
hoard,6648450,1836765,8485846
hoard,6544286,1722572,8267603
hoard,6521260,1803313,8325298
hoard,6530254,1725171,8256243
hoard,6526568,2073697,8601013
hoard,6529912,1887462,8418132
hoard,6560795,1831304,8392834
hoard,6557912,1850063,8408719
hoard,6527454,1804600,8332739
hoard,6544750,1861569,8407018
hoard,6573375,2658535,9244584
hoard,6521469,1913749,8435812
hoard,6528056,1907466,8436140
hoard,6543594,1843677,8388060
hoard,6545603,2016609,8562807
hoard,6522445,1962814,8485920
hoard,6569917,1908021,8478676
hoard,6530711,1865154,8396570
hoard,6540359,1864105,8405132
hoard,6537972,1916454,8455170
hoard,6566525,1867163,8434437
hoard,6529003,1981766,8511468
hoard,6530614,1807429,8338679
hoard,6533913,1950624,8485231
hoard,6520998,1926621,8448337
hoard,6524885,1927177,8452702
hoard,6528335,1944122,8473192
hoard,6529714,1854244,8384640
hoard,6531869,1885063,8417611
hoard,6530721,1812787,8344181
hoard,6546601,1911234,8458534
hoard,6523908,2208115,8732739
hoard,6535331,1846925,8382893
hoard,6531757,1841755,8374297
hoard,6537021,1818715,8356492
hoard,6527122,2208492,8736347
hoard,6524613,1884950,8410242
hoard,6521303,1902772,8424767
hoard,6519971,1897107,8417713
hoard,6540200,1845092,8385904
hoard,6534725,1719045,8264284
hoard,6527075,1739192,8266931
hoard,6531442,1742382,8274523
hoard,6540660,1763987,8305452
hoard,6555988,2045709,8602379
hoard,6533133,1920777,8454607
hoard,6539034,1724207,8263980
hoard,6524514,2005947,8531211
hoard,6541131,1965074,8506925
hoard,6618300,1824209,8443221
hoard,6532771,1732594,8266135
hoard,6559607,1679396,8239774
hoard,6527863,1745476,8274067
hoard,6528540,1711598,8240906
hoard,6527271,1852090,8380105
hoard,6526995,1738553,8266222
hoard,6535631,1714270,8250563
hoard,6539304,1753109,8293104
hoard,6524995,1728812,8254492
hoard,6531166,1722685,8254565
hoard,6523279,1718362,8242308
hoard,6526895,1720548,8248193
hoard,6528717,1707040,8236428
hoard,6520669,1702443,8223852
hoard,6532781,1806307,8339845
hoard,6526015,1706831,8233553
hoard,6540795,1705589,8247165
hoard,6563797,1663648,8228343
hoard,6524424,1948691,8473831
hoard,6535388,1706626,8242671
hoard,6537659,1641484,8189750
hoard,6524167,1746445,8271446
hoard,6527528,1755133,8283383
hoard,6539489,1871244,8411521
hoard,6525436,1704922,8231015
hoard,6534781,1671519,8207040
hoard,6528258,1816180,8345148
hoard,6533778,1730036,8264542
hoard,6555189,1822850,8378823
hoard,6533377,1832014,8366139
hoard,6529530,1984506,8514677
hoard,6549595,1916740,8467027
hoard,6545567,1701662,8248065
hoard,6544183,1761035,8306076
hoard,6524285,1917767,8442716
hoard,6527280,1726397,8254389
hoard,6531511,1687390,8219629
hoard,6529631,1746414,8276785
hoard,6557743,1736838,8295267
hoard,6529720,1689892,8220334
hoard,6529738,1858911,8389486
hoard,6532016,1759805,8292561
hoard,6523877,1744600,8269303
hoard,6543270,1713381,8257498
hoard,6533078,1755610,8289472
hoard,6526527,1995708,8522960
hoard,6542201,1766593,8309593
hoard,6530070,1748912,8279718
hoard,6531489,1698422,8230610
hoard,6535883,1768151,8304702
jemalloc,6548050,1788460,8346433
jemalloc,6536203,1739548,8276435
jemalloc,6540425,1798784,8339974
jemalloc,6529474,1777645,8307988
jemalloc,6533414,1715952,8250109
jemalloc,6565664,1801583,8368047
jemalloc,6561809,1781581,8344169
jemalloc,6543537,1696782,8241009
jemalloc,6544437,1758465,8303625
jemalloc,6546047,1782885,8329654
jemalloc,6532066,1856547,8389252
jemalloc,6568004,1870354,8439099
jemalloc,6531683,1816540,8348869
jemalloc,6550938,1714654,8266235
jemalloc,6533620,2062573,8596930
jemalloc,6546337,1781047,8328061
jemalloc,6531638,1731764,8264125
jemalloc,6535030,1717049,8252762
jemalloc,6527225,1887582,8415467
jemalloc,6535624,1797213,8333605
jemalloc,6541673,1819328,8361719
jemalloc,6540125,1738143,8278914
jemalloc,6540958,1746201,8287788
jemalloc,6553224,1816489,8370378
jemalloc,6568856,1805139,8374680
jemalloc,6562972,1642189,8205810
jemalloc,6558408,1775489,8334582
jemalloc,6550646,1770069,8321370
jemalloc,6526033,1695850,8222518
jemalloc,6529656,1824534,8354846
jemalloc,6763980,1804428,8580373
jemalloc,6733229,1888688,8622578
jemalloc,6801004,1717329,8519153
jemalloc,6770735,1751656,8523124
jemalloc,6777814,1657402,8435876
jemalloc,6772697,1945839,8719148
jemalloc,6769602,1791647,8561954
jemalloc,6781715,1739986,8522442
jemalloc,6760066,1701836,8462534
jemalloc,6768506,1645656,8414938
jemalloc,6759203,1950211,8710136
jemalloc,6771837,1812779,8585304
jemalloc,6754018,1906820,8661533
jemalloc,6770086,1799619,8570302
jemalloc,6773415,1766775,8540860
jemalloc,6784001,1721000,8505688
jemalloc,6769546,1736276,8506413
jemalloc,6760484,1646513,8407626
jemalloc,6762422,1730474,8493560
jemalloc,6795482,1730401,8526593
jemalloc,6745896,1716806,8463372
jemalloc,6737636,1922279,8660552
jemalloc,6712235,1918204,8631070
jemalloc,6755518,1745261,8501481
jemalloc,6817824,1728978,8547539
jemalloc,6764927,1733599,8499240
jemalloc,6802225,1737986,8540897
jemalloc,6765984,1715294,8482029
jemalloc,6768519,1735842,8504959
jemalloc,6770201,1737071,8508007
jemalloc,6550428,1751398,8311925
jemalloc,6532659,1857317,8390716
jemalloc,6538430,1686677,8225798
jemalloc,6528011,1775948,8304771
jemalloc,6576899,1822854,8400499
jemalloc,6537754,1886959,8425408
jemalloc,6528438,1761791,8290983
jemalloc,6554252,1728823,8283753
jemalloc,6535660,1733430,8269804
jemalloc,6531375,1727954,8260000
jemalloc,6531496,1748876,8281002
jemalloc,6571444,1946696,8518851
jemalloc,6600866,1721971,8323630
jemalloc,6557212,1868664,8426707
jemalloc,6532127,1891609,8424499
jemalloc,6529111,1787949,8317851
jemalloc,6523858,1716976,8241517
jemalloc,6537493,1692147,8230296
jemalloc,6538706,1720305,8259689
jemalloc,6525807,1729777,8256272
jemalloc,6540440,1909845,8450957
jemalloc,6532898,1649900,8183506
jemalloc,6953337,1743480,8697593
jemalloc,6536695,1850080,8387525
jemalloc,6558663,1728215,8287565
jemalloc,6533786,1971233,8505603
jemalloc,6534698,1777129,8312485
jemalloc,6530899,1715572,8247194
jemalloc,6530464,1886660,8417795
jemalloc,6545337,1722381,8268488
jemalloc,7063280,1975149,9048734
jemalloc,7144235,1691030,8836004
jemalloc,7135702,1955008,9091453
jemalloc,7134016,1877795,9012612
jemalloc,7146221,1812786,8959730
jemalloc,7161669,1741974,8904265
jemalloc,7134255,1804172,8939058
jemalloc,7131595,2091652,9223908
jemalloc,7130914,1866860,8998513
jemalloc,7136434,1662848,8799942
jemalloc,7121771,1722492,8844981
jemalloc,7131980,1698342,8831077
jemalloc,7133633,1855840,8990168
jemalloc,7143052,1808550,8952358
jemalloc,7139427,1736046,8876197
jemalloc,7143404,1721830,8865892
jemalloc,7144993,1725389,8871130
jemalloc,7182204,1751402,8934362
jemalloc,7123618,1723161,8847532
jemalloc,7206022,1863178,9069944
jemalloc,7133100,1744630,8878361
jemalloc,7125713,1749412,8875744
jemalloc,7121601,1758268,8880581
jemalloc,7127037,1740347,8868164
jemalloc,7138828,1783801,8923336
jemalloc,7129725,1975249,9105691
jemalloc,7171972,1905451,9078046
jemalloc,7121397,1731982,8854119
jemalloc,7139670,1732048,8872414
jemalloc,7122009,1862105,8984778
jemalloc,6547412,1692383,8251973
jemalloc,6534612,1758963,8294365
jemalloc,6544106,1770991,8315843
jemalloc,6574129,1750574,8325362
jemalloc,6538604,1794977,8334310
jemalloc,6529647,1833093,8363452
jemalloc,6524588,1918190,8443427
jemalloc,6533728,1683379,8218005
jemalloc,6546284,1792974,8340138
jemalloc,6541039,1726493,8268333
jemalloc,6541248,1856132,8398185
jemalloc,6533640,1748619,8283016
jemalloc,6540263,1880268,8421344
jemalloc,6529910,1740131,8270831
jemalloc,6542977,1770277,8313958
jemalloc,6538401,1905107,8444233
jemalloc,6547386,1957340,8505391
jemalloc,6545306,1695456,8241420
jemalloc,6538824,1716774,8256248
jemalloc,6526038,1915665,8442394
jemalloc,6592193,1713981,8306940
jemalloc,6529086,1699439,8229186
jemalloc,6557811,1989101,8547676
jemalloc,6579172,1782313,8362192
jemalloc,6529303,1838072,8368050
jemalloc,6568208,1954806,8523703
jemalloc,6551723,1935729,8488143
jemalloc,6561367,1750238,8312316
jemalloc,6556377,1769035,8326061
jemalloc,6554820,1665623,8221087
nedmalloc,6737975,1824251,8574410
nedmalloc,6725792,1756161,8482620
nedmalloc,6742291,1732737,8475763
nedmalloc,6732352,1787198,8520151
nedmalloc,6727049,1715888,8443600
nedmalloc,6745864,1822670,8569107
nedmalloc,6726251,1726004,8452914
nedmalloc,6737308,1766508,8504474
nedmalloc,6759172,1765673,8525561
nedmalloc,6738716,1726029,8465430
nedmalloc,6725968,1716727,8443385
nedmalloc,6749836,1726617,8477164
nedmalloc,6730026,1798050,8528730
nedmalloc,6748995,1734323,8483988
nedmalloc,6733807,1750101,8484624
nedmalloc,6755460,1794324,8550481
nedmalloc,6761913,1761015,8523519
nedmalloc,6733229,1755008,8488928
nedmalloc,6748060,1816930,8565729
nedmalloc,6745062,1808559,8554318
nedmalloc,6740780,1757640,8499081
nedmalloc,6732811,1681016,8414544
nedmalloc,6760625,1998045,8759358
nedmalloc,6745769,1735606,8482000
nedmalloc,6734149,1710970,8445808
nedmalloc,6752615,2021363,8774631
nedmalloc,6761073,1754858,8516575
nedmalloc,6737923,1701881,8440491
nedmalloc,6728809,1750852,8480264
nedmalloc,6726344,1956096,8683146
nedmalloc,6534660,1800895,8346012
nedmalloc,6525658,1698330,8224599
nedmalloc,6537001,1750979,8288664
nedmalloc,6524834,1770522,8295986
nedmalloc,6534528,1763148,8298395
nedmalloc,6542033,1731591,8274302
nedmalloc,6557258,1860091,8418065
nedmalloc,6537406,1833662,8371790
nedmalloc,6543335,1766177,8310140
nedmalloc,6539186,1697193,8237041
nedmalloc,6559237,1782653,8342539
nedmalloc,6536881,1753811,8291309
nedmalloc,6531661,1749509,8281833
nedmalloc,6532861,1792991,8326484
nedmalloc,6534520,1799975,8335233
nedmalloc,6545112,1980687,8526488
nedmalloc,6537351,1806725,8344790
nedmalloc,6556639,1789702,8347030
nedmalloc,6537050,1766031,8303770
nedmalloc,6540748,1771427,8312792
nedmalloc,6531132,1755485,8287289
nedmalloc,6554748,1817027,8372551
nedmalloc,6528932,1818778,8348424
nedmalloc,6544802,1748786,8294248
nedmalloc,6534499,1715105,8250217
nedmalloc,6553764,1779404,8333784
nedmalloc,6540064,1733814,8274520
nedmalloc,6523403,1787404,8311429
nedmalloc,6522543,1714330,8237544
nedmalloc,6532773,1724928,8258396
nedmalloc,6746251,1784818,8540967
nedmalloc,6796933,1933007,8730586
nedmalloc,6779473,1796147,8576302
nedmalloc,6786507,1784807,8572081
nedmalloc,6777668,1837137,8615585
nedmalloc,6793519,1656882,8451103
nedmalloc,6783292,1875439,8659481
nedmalloc,6803700,1758944,8563439
nedmalloc,6824240,1807471,8632526
nedmalloc,6790612,2075982,8867304
nedmalloc,6762237,1749361,8512310
nedmalloc,6776626,1797579,8574857
nedmalloc,6775464,1753828,8529951
nedmalloc,6782657,1756549,8539961
nedmalloc,6800398,1793329,8594427
nedmalloc,6781899,1771631,8554125
nedmalloc,6768888,1813335,8582858
nedmalloc,6829317,1709858,8539889
nedmalloc,6780196,1766274,8547130
nedmalloc,6790782,1751334,8542713
nedmalloc,6780681,1869092,8650390
nedmalloc,6780836,1718571,8500041
nedmalloc,6785843,1808206,8594711
nedmalloc,6777286,1775894,8553762
nedmalloc,6778504,1776112,8555253
nedmalloc,6807801,1717131,8525596
nedmalloc,6812189,1751770,8564615
nedmalloc,6789013,1738155,8527897
nedmalloc,6802064,1965159,8767922
nedmalloc,6789140,1717929,8507740
nedmalloc,6529974,1799336,8339689
nedmalloc,6552127,1683537,8236346
nedmalloc,6536644,1763121,8300561
nedmalloc,6532524,1692319,8225583
nedmalloc,6529790,1796972,8327469
nedmalloc,6547783,1711242,8259812
nedmalloc,6524582,1895823,8421215
nedmalloc,6534359,1693680,8228783
nedmalloc,6528981,1671437,8201117
nedmalloc,6536279,1682195,8219104
nedmalloc,6541732,1846240,8388637
nedmalloc,6540937,1788813,8330438
nedmalloc,6530484,1732311,8263666
nedmalloc,6566889,1745288,8312935
nedmalloc,6537933,1821655,8360294
nedmalloc,6556728,1741753,8299312
nedmalloc,6539663,1806417,8346834
nedmalloc,6545192,1722373,8268328
nedmalloc,6531520,1794349,8326570
nedmalloc,6525605,1843933,8370260
nedmalloc,6544024,1707082,8251913
nedmalloc,6564265,1814139,8379149
nedmalloc,6525384,1932051,8458217
nedmalloc,6531350,1772890,8304843
nedmalloc,6553140,1803586,8357496
nedmalloc,6536478,1821476,8358674
nedmalloc,6534561,1840467,8375760
nedmalloc,6529212,1847136,8377062
nedmalloc,6524707,1793581,8318937
nedmalloc,6528238,1697265,8226118
nedmalloc,6544920,1772293,8327231
nedmalloc,6549026,1744285,8294009
nedmalloc,6531044,1816545,8348272
nedmalloc,6532435,1844207,8377259
nedmalloc,6556275,1728796,8285797
nedmalloc,6525806,2017219,8543696
nedmalloc,6521714,1792190,8314573
nedmalloc,6530325,1789684,8320801
nedmalloc,6566533,1788858,8356140
nedmalloc,6531410,1748323,8280377
nedmalloc,6538373,1742175,8281209
nedmalloc,6564377,1926197,8491378
nedmalloc,6565014,1803372,8369150
nedmalloc,6546791,1807655,8355222
