Schema:		16633282.000000
Query:		17141397023.000000
Setup:		103810.000000
Schema:		15936735.000000
Query:		17530120723.000000
Setup:		14484.000000
Schema:		15955716.000000
Query:		17469891146.000000
Setup:		14140.000000
Schema:		16048236.000000
Query:		17205154071.000000
Setup:		13917.000000
Schema:		16118448.000000
Query:		17609779961.000000
Setup:		14008.000000
Schema:		15764666.000000
Query:		17703735015.000000
Setup:		13994.000000
Schema:		16165341.000000
Query:		17491904324.000000
Setup:		14424.000000
Schema:		16131758.000000
Query:		17355761103.000000
Setup:		14081.000000
Schema:		15799652.000000
Query:		15574192389.000000
Setup:		13887.000000
Schema:		15996061.000000
Query:		17798168868.000000
Setup:		14226.000000
Schema:		15731141.000000
Query:		17243132026.000000
Setup:		14171.000000
Schema:		15978411.000000
Query:		17269711512.000000
Setup:		15469.000000
Schema:		16345858.000000
Query:		17393817288.000000
Setup:		14556.000000
Schema:		16033621.000000
Query:		17589173435.000000
Setup:		13953.000000
Schema:		15924758.000000
Query:		17404402996.000000
Setup:		13907.000000
Schema:		16038418.000000
Query:		17702396186.000000
Setup:		14179.000000
Schema:		16142246.000000
Query:		17461293788.000000
Setup:		13939.000000
Schema:		15714993.000000
Query:		16975995558.000000
Setup:		14039.000000
Schema:		15978051.000000
Query:		17547080555.000000
Setup:		13812.000000
Schema:		15820626.000000
Query:		17243131791.000000
Setup:		13615.000000
Schema:		15927223.000000
Query:		17223227371.000000
Setup:		13750.000000
Schema:		16178229.000000
Query:		17441699046.000000
Setup:		13458.000000
Schema:		16193831.000000
Query:		17506444372.000000
Setup:		14394.000000
Schema:		15889852.000000
Query:		17070775845.000000
Setup:		13754.000000
Schema:		15888688.000000
Query:		17482955197.000000
Setup:		14367.000000
Schema:		16004014.000000
Query:		17398119484.000000
Setup:		14479.000000
Schema:		15913482.000000
Query:		17670744081.000000
Setup:		14999.000000
Schema:		16260824.000000
Query:		17733346089.000000
Setup:		13953.000000
Schema:		16112051.000000
Query:		17511163666.000000
Setup:		14096.000000
Schema:		16038368.000000
Query:		17598330577.000000
Setup:		13872.000000
