Schema:	10977.045331
Query:	54210.998792
Schema:	10989.650518
Query:	59844.875518
Schema:	10964.877722
Query:	52875.65363
Schema:	11182.444139
Query:	59727.422488
Schema:	10915.251851
Query:	55684.831406
Schema:	11005.363135
Query:	57716.876071
Schema:	11156.340553
Query:	56131.581427
Schema:	11044.284201
Query:	68522.786756
Schema:	10957.551789
Query:	56727.206026
Schema:	11038.458772
Query:	52684.623629
Schema:	11014.583328
Query:	55667.855695
Schema:	11173.988738
Query:	51058.484057
Schema:	11069.890372
Query:	58191.239039
Schema:	11098.457234
Query:	60789.005354
Schema:	10987.71856
Query:	53231.115303
Schema:	11316.246742
Query:	59588.159488
Schema:	11045.727647
Query:	62282.809995
Schema:	11203.54532
Query:	53482.151201
Schema:	11037.740062
Query:	55408.625114
Schema:	10970.073164
Query:	56875.035514
Schema:	11105.319299
Query:	52416.027885
Schema:	11029.422728
Query:	55085.509286
Schema:	11019.622783
Query:	60695.91058
Schema:	10915.306272
Query:	55283.950825
Schema:	11009.5444
Query:	56541.718772
Schema:	10965.535532
Query:	57933.868595
Schema:	10998.608509
Query:	56373.409158
Schema:	11156.188128
Query:	50816.011862
Schema:	11264.65801
Query:	54635.782051
Schema:	11044.024327
Query:	54592.910035
Schema:	10995.327134
Query:	59513.642147
