Schema:		16355219.000000
Query:		5872976.000000
Setup:		2692446.000000
Schema:		15054200.000000
Query:		5936946.000000
Setup:		1791.000000
Schema:		15075654.000000
Query:		5902320.000000
Setup:		1578.000000
Schema:		14913418.000000
Query:		5801256.000000
Setup:		1507.000000
Schema:		14757043.000000
Query:		5678760.000000
Setup:		1541.000000
Schema:		14877397.000000
Query:		5597912.000000
Setup:		1615.000000
Schema:		14667151.000000
Query:		5634764.000000
Setup:		1565.000000
Schema:		14835296.000000
Query:		5763825.000000
Setup:		1571.000000
Schema:		14690591.000000
Query:		5754945.000000
Setup:		1587.000000
Schema:		14673324.000000
Query:		5620510.000000
Setup:		1552.000000
Schema:		14676046.000000
Query:		5576339.000000
Setup:		1510.000000
Schema:		14764095.000000
Query:		5657113.000000
Setup:		1545.000000
Schema:		14520585.000000
Query:		5805320.000000
Setup:		1534.000000
Schema:		14840244.000000
Query:		5760743.000000
Setup:		1519.000000
Schema:		14698486.000000
Query:		5878830.000000
Setup:		1532.000000
Schema:		15138221.000000
Query:		5753290.000000
Setup:		1577.000000
Schema:		14753715.000000
Query:		5676731.000000
Setup:		1711.000000
Schema:		14722775.000000
Query:		5702963.000000
Setup:		1599.000000
Schema:		14754716.000000
Query:		5864902.000000
Setup:		1592.000000
Schema:		14817447.000000
Query:		5777636.000000
Setup:		1535.000000
Schema:		14555072.000000
Query:		5696587.000000
Setup:		1548.000000
Schema:		14568765.000000
Query:		5714580.000000
Setup:		1618.000000
Schema:		14782757.000000
Query:		5600197.000000
Setup:		1576.000000
Schema:		14533580.000000
Query:		5819147.000000
Setup:		1562.000000
Schema:		14704590.000000
Query:		5645458.000000
Setup:		1523.000000
Schema:		14742143.000000
Query:		5915553.000000
Setup:		1613.000000
Schema:		14713232.000000
Query:		5681976.000000
Setup:		1509.000000
Schema:		14745686.000000
Query:		5664558.000000
Setup:		1679.000000
Schema:		14753284.000000
Query:		5631343.000000
Setup:		1563.000000
Schema:		14586413.000000
Query:		5836290.000000
Setup:		1596.000000
