Schema:		16877913.000000
Query:		14629746464.000000
Setup:		127108.000000
Schema:		15958774.000000
Query:		15837362796.000000
Setup:		27327.000000
Schema:		16162219.000000
Query:		15839406231.000000
Setup:		24416.000000
Schema:		16476410.000000
Query:		14373335851.000000
Setup:		24472.000000
Schema:		16318333.000000
Query:		15915699635.000000
Setup:		24537.000000
Schema:		16499426.000000
Query:		14948761418.000000
Setup:		27518.000000
Schema:		16088500.000000
Query:		15706399251.000000
Setup:		24911.000000
Schema:		16042624.000000
Query:		15973833008.000000
Setup:		25083.000000
Schema:		16429617.000000
Query:		13987669194.000000
Setup:		24875.000000
Schema:		16070107.000000
Query:		15968982375.000000
Setup:		27901.000000
Schema:		16417495.000000
Query:		15876382585.000000
Setup:		27578.000000
Schema:		16304950.000000
Query:		15825941396.000000
Setup:		23789.000000
