Schema:		16328344.000000
Query:		18334319924.000000
Setup:		131611.000000
Schema:		15755654.000000
Query:		17247546705.000000
Setup:		14264.000000
Schema:		16021189.000000
Query:		17218434990.000000
Setup:		14157.000000
Schema:		16107940.000000
Query:		17414060355.000000
Setup:		14121.000000
Schema:		16128921.000000
Query:		17067858722.000000
Setup:		14630.000000
Schema:		17840637.000000
Query:		17185399455.000000
Setup:		16659.000000
Schema:		15571664.000000
Query:		17398247228.000000
Setup:		14780.000000
Schema:		15743624.000000
Query:		17233433800.000000
Setup:		14504.000000
Schema:		15916399.000000
Query:		17315056039.000000
Setup:		14036.000000
Schema:		17487465.000000
Query:		18226661932.000000
Setup:		14256.000000
Schema:		15751884.000000
Query:		17470687024.000000
Setup:		14689.000000
Schema:		15905118.000000
Query:		17394072612.000000
Setup:		14534.000000
Schema:		15793575.000000
Query:		17267310902.000000
Setup:		14366.000000
Schema:		15949211.000000
Query:		18710222579.000000
Setup:		13859.000000
Schema:		15769599.000000
Query:		17259369043.000000
Setup:		13995.000000
Schema:		15821141.000000
Query:		17138748828.000000
Setup:		14186.000000
Schema:		15587384.000000
Query:		17511061946.000000
Setup:		14081.000000
Schema:		15773163.000000
Query:		17004719508.000000
Setup:		15101.000000
Schema:		17864320.000000
Query:		17062440942.000000
Setup:		17206.000000
Schema:		15981993.000000
Query:		17027913384.000000
Setup:		15786.000000
Schema:		15813713.000000
Query:		17226673576.000000
Setup:		14757.000000
Schema:		15830644.000000
Query:		17233951122.000000
Setup:		14722.000000
Schema:		15958192.000000
Query:		17683138491.000000
Setup:		14537.000000
Schema:		15957311.000000
Query:		17336841233.000000
Setup:		14381.000000
Schema:		15818120.000000
Query:		17141433118.000000
Setup:		14063.000000
Schema:		15727264.000000
Query:		18047104328.000000
Setup:		14282.000000
Schema:		15939775.000000
Query:		17185054924.000000
Setup:		15390.000000
Schema:		16034045.000000
Query:		17162331585.000000
Setup:		13746.000000
Schema:		16156358.000000
Query:		17414672926.000000
Setup:		14200.000000
Schema:		15860441.000000
Query:		17334846159.000000
Setup:		14091.000000
