Schema:	11424.54854
Query:	58737.097958
Schema:	11577.69482
Query:	54158.217519
Schema:	11462.245867
Query:	56814.677748
Schema:	11473.0441
Query:	56977.827882
Schema:	11284.062262
Query:	69072.452285
Schema:	11433.296578
Query:	53370.997095
Schema:	11345.199571
Query:	58617.127693
Schema:	11429.249565
Query:	54408.229059
Schema:	11311.270175
Query:	60001.262748
Schema:	11469.280149
Query:	58628.1892
Schema:	11406.429059
Query:	58233.868242
Schema:	11495.712505
Query:	57631.397003
Schema:	11318.394781
Query:	58619.710613
Schema:	11416.82365
Query:	54377.372832
Schema:	11511.185958
Query:	61702.730537
Schema:	11483.280814
Query:	55263.231228
Schema:	11485.017772
Query:	60713.984434
Schema:	11350.851387
Query:	59685.012505
Schema:	11418.616462
Query:	56863.591965
Schema:	11712.660788
Query:	54455.170779
Schema:	11552.654234
Query:	54046.935044
Schema:	11470.950599
Query:	60930.912341
Schema:	11543.281053
Query:	59460.91053
Schema:	11485.999671
Query:	58349.094465
Schema:	11437.980897
Query:	63297.005754
Schema:	11386.309879
Query:	53363.619941
Schema:	11387.596475
Query:	54051.459748
Schema:	12038.358308
Query:	57557.53179
Schema:	11393.156702
Query:	62296.992947
Schema:	11433.467827
Query:	57008.962166
Schema:	11773.972803
Query:	65294.226555
