Schema:	10982.570877
Query:	64207.341353
Schema:	11038.815408
Query:	59543.346168
Schema:	10933.749815
Query:	52522.69879
Schema:	10948.48834
Query:	57797.576301
Schema:	10922.723548
Query:	57685.810328
Schema:	11036.093462
Query:	54315.227224
Schema:	10971.801743
Query:	51384.585846
Schema:	11064.142502
Query:	57293.567133
Schema:	11124.226341
Query:	57020.537728
Schema:	11318.752349
Query:	53505.047843
Schema:	11093.70132
Query:	52569.980729
Schema:	11109.773595
Query:	58769.940797
Schema:	10999.043226
Query:	57561.219695
Schema:	11435.457612
Query:	54226.12233
Schema:	11119.312523
Query:	51490.548749
Schema:	11090.538039
Query:	52160.478753
Schema:	11056.757846
Query:	53835.382083
Schema:	10985.214189
Query:	56111.928747
Schema:	10997.033404
Query:	52769.202186
Schema:	11128.193353
Query:	61034.809623
Schema:	11204.683846
Query:	56101.635425
Schema:	11192.413107
Query:	56197.146723
Schema:	11056.670491
Query:	54299.51317
Schema:	11007.135364
Query:	64158.836962
Schema:	11258.289805
Query:	51812.803164
Schema:	11350.867479
Query:	51832.21331
Schema:	11149.410275
Query:	54302.86937
Schema:	11548.181915
Query:	58597.724962
Schema:	11128.141377
Query:	65526.62463
Schema:	11026.854244
Query:	62752.399914
Schema:	11322.37004
Query:	66781.390186
