Schema:		-178240449191822432.000000
Query:		-29499778081781696.000000
Setup:		-1070632177969.000000
Schema:		-177993949361031808.000000
Query:		-29459099929766272.000000
Setup:		-1069145348994.000000
Schema:		-177744658130221152.000000
Query:		-29417334919370112.000000
Setup:		-1067645220297.000000
Schema:		-178233838432492512.000000
Query:		-29613555990133568.000000
Setup:		-1070448295470.000000
Schema:		-178680036078843392.000000
Query:		-29572956511536800.000000
Setup:		-1073190985267.000000
Schema:		-178408196191959456.000000
Query:		-29527782663484128.000000
Setup:		-1071632590637.000000
Schema:		-178161291510385856.000000
Query:		-29485826370391424.000000
Setup:		-1070048427793.000000
Schema:		-178302224544377344.000000
Query:		-29676697988891584.000000
Setup:		-1072751337318.000000
Schema:		-179060860314982816.000000
Query:		-29635710908000160.000000
Setup:		-1075550849865.000000
Schema:		-178812322175561856.000000
Query:		-29593988901939008.000000
Setup:		-1073968169481.000000
Schema:		-178535307865291872.000000
Query:		-29548569428281536.000000
Setup:		-1072385983660.000000
Schema:		-178285279899788032.000000
Query:		-29723361062265664.000000
Setup:		-1075187129182.000000
Schema:		-179468379131857824.000000
Query:		-29704152410198048.000000
Setup:		-1078011136014.000000
Schema:		-179219607155206816.000000
Query:		-29661119654150400.000000
Setup:		-1076509838326.000000
Schema:		-178967258001684576.000000
Query:		-29620054227690080.000000
Setup:		-1074981893103.000000
Schema:		-178717291747314112.000000
Query:		-29614556068520992.000000
Setup:		-1077803146519.000000
Schema:		-179906631695842656.000000
Query:		-29775874373178144.000000
Setup:		-1080552592124.000000
Schema:		-179632232271158080.000000
Query:		-29730651855643616.000000
Setup:		-1078986257408.000000
Schema:		-179384873746632416.000000
Query:		-29689509444170656.000000
Setup:		-1077493973650.000000
Schema:		-179135480014107008.000000
Query:		-29648154336698944.000000
Setup:		-1075999823460.000000
Schema:		-180054603221072704.000000
Query:		-29843451777798976.000000
Setup:		-1078795084231.000000
Schema:		-180063428874280960.000000
Query:		-29801687181866016.000000
Setup:		-1081584585374.000000
Schema:		-179815832036339264.000000
Query:		-29760838764711872.000000
Setup:		-1080091066848.000000
Schema:		-179567839313489472.000000
Query:		-29718912332811648.000000
Setup:		-1078505183350.000000
Schema:		-179946656191449792.000000
Query:		-29910232910023072.000000
Setup:		-1081209977256.000000
Schema:		-180467840395555840.000000
Query:		-29868819209317184.000000
Setup:		-1084007702016.000000
Schema:		-180218085942801888.000000
Query:		-29827199255816864.000000
Setup:		-1082499488761.000000
Schema:		-179968131008710368.000000
Query:		-29786477495678208.000000
Setup:		-1080930394724.000000
Schema:		-179785335328735328.000000
Query:		-29977591770493120.000000
Setup:		-1083669680233.000000
Schema:		-180879122780179136.000000
Query:		-29936922788935584.000000
Setup:		-1086473720642.000000
Average:		-208877340395292704.000000
